student_id,form_name,phase_name,academic_year,release_date,evaluator_role,frequency,strengths_comment,improvements_comment,prof_shows_dependability_truthfulness_and_integrity,prof_acknowledges_and_demonstrates_awareness_of_limitations,prof_takes_initiative_for_own_learning_and_patient_care,prof_remains_open_to_feedback_and_attempts_to_implement_it,prof_treats_all_patients_with_respect_and_compassion_protects_patient_confidentiality,comm_listening,comm_decision_making,comm_advocacy,epa1,epa2,epa3,epa5,epa6,epa7,epa9,epa8,epa10,epa4,epa14,comm_other
a9f49f96e753f5bbf598fd75d4c962d4,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-02-21,Attending,Daily ,Demonstrated breadth of knowledge in [REDACTED] the team [REDACTED] was [REDACTED] effectively communicate imaging findings in a clinically relevant manner.,Demonstrated adaptability and willingness [REDACTED] when transitioning from a problem-based style of presentation to a system-based style of presentation while on ICU rounds.,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,,3.0,3.0,,2.0,3.0,3.0,3.0,3.0,,,
a9f49f96e753f5bbf598fd75d4c962d4,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-03-14,Resident,Daily ,showed up consistently to rounds and some teaching sessions,"did not always present a patient presentations not always complete or detailed, certain labs could use more interpretation and discussion into how it affects the plan, assessment/plan could use more organization",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,,
a9f49f96e753f5bbf598fd75d4c962d4,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-03-02,Resident,Daily ,"Overall, did [REDACTED] job of synthesizing a complicated patient [REDACTED] organized in [REDACTED].",Can work on keeping a mental or physical checklist of all data that is new for a patient [REDACTED] new data is reviewed on rounds.,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,
a9f49f96e753f5bbf598fd75d4c962d4,ECMH Phase 3 Clinical Performance Assessment 2022-23,Phase 3,2022-23 Academic Year,2023-04-12,Attending,Occasional ,"[REDACTED]; -is very strong clinically, -shows interest in [REDACTED] in [REDACTED] -shows clinical independence -pays attention to details [REDACTED][REDACTED]'s case, but at [REDACTED] is [REDACTED] see a big picture -is [REDACTED] notice and act on patient's acute or chronic matters -is [REDACTED] work in [REDACTED]","[REDACTED] is ready to graduate and to proceed with the further journey of learning, studying, and practicing during his residency training.",3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,4.0,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Attending,Daily ,[REDACTED] has a very comforting bedside manner. He is quick to build rapport with patients and they know him as part of their medical team.,Continue to work on organization of presentations and prioritizing the acute ongoing issues.,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Resident,Daily ,He is a great medical student. Efficiently operating at [REDACTED]. Has a lot of things under his control. Not scared to work hard and long. Excellent aptitude for teaching. Very positive and refreshing personality. He advocates for her patients and is extremely helpful [REDACTED] team. I wish he could consider medicine instead of orthopedics,I can't think of any. He knows [REDACTED] comport [REDACTED] in [REDACTED] patients and while presenting. He is confident in [REDACTED] knows when to ask for help. He is going to be a safe doctor. I [REDACTED] do more teaching,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Attending,Daily ,"- Fikayo is very receptive to feedback and is [REDACTED] quickly incorporate feedback to improve his skills. - [REDACTED] is motivated and quickly integrates new information and skills. - Excellent patient [REDACTED], exceptional communication skills - [REDACTED] spent extra time [REDACTED] an empathic listener and strong patient advocate. - [REDACTED] works[REDACTED] of the team - Great presentation on CKD",- Continue to read and improve fund of knowledge - Continue learning about every patient [REDACTED] to new situations (as you have been doing!),3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Resident,Daily ,[REDACTED] really cares for his patients and their well-being. He would spend extra time [REDACTED][REDACTED] with his patients. He works hard and responds well to feedback!,Continue working on organizing your assessment and plan,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Resident,Daily ,Talking with patients and getting a good history.,I will work with [REDACTED] to hone his interviewing skills to ensure that we procure helpful information without staying too long. We also will work on what information is appropriate to share with patients and when.,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Resident,Daily ,He was a great student to have [REDACTED] team. One of his biggest strengths was the relationships he built with patients and how dedicated he was to making sure they had the resources they needed. Patients were always thankful to have him involved in [REDACTED] would let the residents know. He had strong oral presentations and was always eager [REDACTED]. He also gave a great presentation [REDACTED] team on CKD.,"Make sure that the [REDACTED] course is a summary of the patient's hospitalization in [REDACTED] other doctors to see, while the patient instructions are in [REDACTED] patient [REDACTED] include [REDACTED] do after getting out of the [REDACTED]. Also update your note [REDACTED] in [REDACTED] of mainly copy/forward, avoid terms like ""[REDACTED]"" in [REDACTED].",3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Attending,Daily ,"[REDACTED] has strong communication skills and was [REDACTED] establish a good therapeutic alliance with his patients. He also did [REDACTED] job at [REDACTED] on rounds about rare diseases that he encountered. He was a team player, and was eager to help the residents whenever needed.","- We discussed that he sometimes can be hard to hear, and we talked about ways of projecting his voice, especially with our elderly patients. - Discussed incorporating findings that are discovered on rounds into his plan for [REDACTED]. For example, if a patient [REDACTED] pain making sure to include that [REDACTED][REDACTED].",3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Attending,Daily ,"It was a pleasure to work with [REDACTED] during his medicine clerkship. I appreciated his interest and enthusiasm for the specialty, his rapport with the patients, and his helpfulness [REDACTED] team.","[REDACTED] discussed as part of his feedback being mindful of using medical terminology when speaking with patients. This is something that [REDACTED] was already aware of and actively working on to improve (practicing what he says ahead of time, etc.). I think this is only a temporary issue and will improve as he gains more clinical experience",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Resident,Daily ,"[REDACTED] demonstrated a patient-centered approach to caring for each and every one of his patients, routinely considering [REDACTED] factors that might impact outcomes.",Take [REDACTED] or two to look over notes before signing them to ensure you have updated all the necessary information from [REDACTED].,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Attending,Daily ,"[REDACTED] is an excellent team player. He is clearly excited about patient [REDACTED] his knowledge. He has a calm, reassuring way of addressing patients. He brought teaching points to rounds (in [REDACTED] diagnosis and treatment). He is open to feedback and incorporates it immediately and showed tremendous growth over [REDACTED].",[REDACTED] was on B firm with very complex patients with prolonged lengths of stay Areas of growth include focusing [REDACTED] most pertinent/[REDACTED] and working on identifying the pertinent labs/studies and diffferential building about these [REDACTED] He should also continue to identify the simplified and clear plan to deliver [REDACTED] patient,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Resident,Daily ,[REDACTED] is a hard worker and pleasure to have [REDACTED][REDACTED]. He has a great relationship with his patients. I think they view him as their primary caregiver in [REDACTED]. One family of a patient [REDACTED] turn and ultimately passed away specifically asked me to tell [REDACTED] how much they appreciated his efforts after the patient [REDACTED] [REDACTED][REDACTED]. He makes the most of his time by studying while not directly doing patient tasks. He is [REDACTED] answer most medical knowledge assessments - as an example gave a great differential for thrombocytopenia [REDACTED] fly and taught our team about CVID. He wrote [REDACTED] courses and updated sign outs as he was [REDACTED].,"[REDACTED] usually carried [REDACTED] patients, mostly [REDACTED] complex nature of who we had him see. At [REDACTED] complexity could make interpretation of new and ever changing data challenging but he took feedback in [REDACTED] did have to add context or supplementary parts of the plan.",3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-11-30,Attending,Once,[REDACTED] job obtaining neuro History and physical,Continue doing [REDACTED] job obtaining neuro History and physical,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,,3.0,3.0,2.0,2.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-11-30,Attending,Once,"Excellent student. Both comfortable and adept [REDACTED][REDACTED]. Efficient but thoroughly evaluated complex patients and presented cogent assessments and plans. [REDACTED] demonstrated genuine inquisitiveness and enthusiasm regarding the patients whom he was seeing. This was further underlined by hard work, diligence, and a desire to go above and beyond. All of this was accompanied by a humble demeanor.",NA...............................................................,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Psychiatry Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-12-22,Attending,Daily ,"[REDACTED] was an excellent addition to our team. We worked together for [REDACTED] on a busy inpatient service, during which time he was [REDACTED] actively participate [REDACTED][REDACTED] [REDACTED] of diagnoses (MDD, psychosis, personality disorders). Over [REDACTED], he displayed significant growth in [REDACTED] including with the organization of his interviews, balancing asking closed and open ended questions, and eliciting patient's understanding of the treatment plans. He took an active role in [REDACTED] by developing learning goals, identifying clinical questions (HIV and psychosis, psychosis and hormone changes), and going [REDACTED] primary literature for answers. He was [REDACTED] develop great rapport with his patients with multiple patients providing feedback that he should consider psychiatry as a career!","[REDACTED] can continue to work on adapting his interview style to different patient presentations (e.g. interrupting more tangential patients). With additional [REDACTED], he should begin to incorporate discussions around treatment recommendations into his interviews and begin to counsel patients on medication changes and updates to their plan.",3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Psychiatry Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-12-22,Resident,Daily ,"I was only [REDACTED] work with [REDACTED] for [REDACTED], which was [REDACTED] of his psychiatry rotation. He showed up with an excellent attitude, and was [REDACTED] immediately get the hang of the unit despite this being his first rotation in [REDACTED]. He was [REDACTED] independently lead an initial patient [REDACTED] up with his own assessment of said patient. Was [REDACTED] show empathy and allowed his active listening skills to guide conversation. He paid close attention [REDACTED] dynamics of his patient [REDACTED] to push a patient [REDACTED] and when to [REDACTED] back.",Continue to use existing literature to guide your decision making with regards to patient [REDACTED].,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Psychiatry Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-12-22,Resident,Daily ,[REDACTED] is very engaged [REDACTED] invested in [REDACTED].,"[REDACTED] sometimes lacked awareness of team needs and the broader clinical context beyond a single encounter involved in a patient's care. He would often prolong interviews by asking questions without a clear rationale behind the addition of his questions. This produced inefficiency but also risked introducing social entanglements into clinical care that could undermine the effectiveness of our collective role as clinicians in [REDACTED] a high degree of dependent personality traits, for example.",3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-03,Attending,Weekly ,Engaged and eager [REDACTED]. A joy to have on service,Continue to build on clinical knowledge and experience. Learn to engage with team and build/expand role in [REDACTED].,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-06,Resident,Weekly ,[REDACTED] did [REDACTED] job [REDACTED] Ortho service. He consistently evaluates his own progress and accepts feedback productively - as evident by his improved suture skills.,[REDACTED] is doing well as a MS3. Keep up the good work. [REDACTED] do [REDACTED] job of studying for cases etc; something to set you apart from [REDACTED] you move to [REDACTED] is to show up as early as you can (a small thing residents notice that goes a long way on your away rotations).,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-17,Resident,Daily ,[REDACTED] was an excellent member of the team. He was present and always prepared. He asked questions when appropriate and was helpful [REDACTED][REDACTED]. [REDACTED]’s preparation for cases was evident even on a busy and unpredictable rotation.,Continue being curious about patient care. Continue asking questions and reading about cases and patient care.,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-06,Attending,Weekly ,Eager to participate and learn. Great attitude. Invested in [REDACTED] his education.,Needs to work on situational awareness about behavior within a team - would ask questions at [REDACTED] interrupt care of patient. Fund of knowledge could be shored up more.,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,,,,,
aad57515292be2d2cb843dcb4f32f9d0,ECMH Phase 2 Clinical Performance Assessment 2022-23,Phase 2,2022-23 Academic Year,2024-04-06,Attending,Occasional ,"[REDACTED] is an excellent communicator, especially a good listener. He has also become an excellent teacher. At a [REDACTED] [REDACTED], we had a lull in [REDACTED]. [REDACTED] decided to teach the [REDACTED]'s and [REDACTED]'s about insulin dosing which he had recently learned [REDACTED][REDACTED]. This was something our students often [REDACTED] see because many of our patients cannot afford insulin or if they are on insulin, they are usually seeing an endocrinologist. This was an exceptional helpful and thoughtful teaching moment that [REDACTED] created. [REDACTED] is good at 'reading the room.' This [REDACTED] with students and teaching insulin dosing as discussed above or with patients and getting [REDACTED] deeper picture of what is going on in a patient's life with the example above. This is an amazing skill which I would encourage [REDACTED] to continue to cultivate since he is already so talented in [REDACTED].","As with most students, there is a lot of information [REDACTED] for outpatient medicine which is often not taught [REDACTED] inpatient rotations. Continue to read and learn outpatient medicine regardless of your specialty since your patients will also be outpatients most of their lives.",3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,3.0,4.0,,,,,
ac13f6442b30e8d03a50648c1b07757b,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-02-21,Resident,Daily ,"[REDACTED] excelled on this rotation. She knew her patient [REDACTED] of detail, and presented all of the relevant information on rounds in a clear and organized manner. She did [REDACTED] job with [REDACTED] and could have managed this patient [REDACTED]. She demonstrated strong clinical skills, and interacted professionally with the patient [REDACTED] members [REDACTED][REDACTED]. She exceeded expectations by asking [REDACTED] consults for her patient. She was also engaged on rounds during presentations of other patients.",Continue to [REDACTED] hand-offs - it is important to anticipate ways in [REDACTED] decompensate [REDACTED] for [REDACTED] team!,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,,
ac13f6442b30e8d03a50648c1b07757b,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-02-28,Fellow,Daily ,"Student Doctor [REDACTED] synthesized and presented plans for complex medical patients, and also clearly demonstrated a comprehensive understanding of the patient's medical problems by discussing the differential, best next steps for diagnostics, treatment, and when follow up of the patient's progress will be necessary.",Continue to create comprehensive medical plans to present on rounds so that you [REDACTED] receive feedback on your medical reasoning. Overall I [REDACTED] have specific concerns or specific next steps as Student Doctor [REDACTED] is already performing at [REDACTED] [REDACTED] resident.,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,,
ac13f6442b30e8d03a50648c1b07757b,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-02-28,Resident,Daily ,"interpersonal communication - phenomenal oral presentations above the level of her peers showing clear ability to report, interpret and even manage her critically ill patients professionalism - showed up [REDACTED] as an eager member of the team",encourage her to be consistently confident in [REDACTED] progress from [REDACTED] encourage her to read more about her patients and bring new insights in [REDACTED] team as an educator,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,4.0,4.0,,4.0,3.0,4.0,4.0,3.0,,,
ac13f6442b30e8d03a50648c1b07757b,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-03-02,Resident,Daily ,"Great presentations, concise and informative!",Keep reading! Focus on anticipatory signouts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,,
ac13f6442b30e8d03a50648c1b07757b,ECMH Phase 3 Clinical Performance Assessment 2022-23,Phase 3,2022-23 Academic Year,2023-04-12,Attending,Weekly ,"-outstanding fund of knowledge -excellent well-organized oral presentations, uses pertinent positives/negatives -consistently implements evidence-based medicine into her clinical [REDACTED] -excellent teacher - [REDACTED] distill complex concepts into teachable pearls, and consistently researches topics relevant [REDACTED] patient [REDACTED]/presents [REDACTED] rest of us -improved percussive skills, good cardiac exam - occasionally [REDACTED] hear less-obvious cardiac murmurs without prompting- -significant improvement in [REDACTED] a medical provider/has been [REDACTED] reveal more of her personality to patients, [REDACTED] do.","-keep working on quickly establishing personal connections -work on management skills - ie what med to use, what dose, indications/contraindications, etc -try working on improving time management [REDACTED][REDACTED] - keep working on 'the art of interruption' - ie helping steer patients back onto the topic of conversation when they digress -keep working on derm and ortho exam skills - knee/hip/shoulder",3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,4.0,,,
acbcd03c24ca2e8839bfb55b33373c93,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2022-10-10,Attending,Weekly ,"Mr. [REDACTED] a mature, thoughtful approach to his role as an [REDACTED] student [REDACTED][REDACTED]. He was enthusiastic and participated in [REDACTED] plans and pathophysiology without issue. He processes multiple pieces of data without issue and is [REDACTED] cogently and succinctly summarize his thoughts and patient [REDACTED] issue. He was truly a pleasure to have on service and will be an outstanding asset [REDACTED] profession.",Please continue on your current trajectory. You are doing the correct things for an [REDACTED] student.,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,,4.0,4.0,,4.0,4.0,4.0,3.0,4.0,,,
acbcd03c24ca2e8839bfb55b33373c93,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2022-10-10,Fellow,Daily ,Fantastic work in [REDACTED] patients in [REDACTED]. Medical knowledge exceeds that of his peers,Keep reading up on your patients and staying curious!,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,
acbcd03c24ca2e8839bfb55b33373c93,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2022-10-18,Resident,Daily ,[REDACTED] job with [REDACTED][REDACTED] and organized. Demonstrates a good level of clinical decision making,Continue seeking out interesting patients [REDACTED] form! Excellent work,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,4.0,4.0,4.0,4.0,4.0,,,
acbcd03c24ca2e8839bfb55b33373c93,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2022-11-04,Resident,Daily ,"[REDACTED] was an excellent medical student. He took on a complex [REDACTED] bleed patient [REDACTED]. He took the charge in [REDACTED] a flawless plan, called consults, and excelled in [REDACTED] the patient. He took the the initiative in [REDACTED] about the plan. I knew I could fully rely on him to update family members, when the patient's daughters would often look at [REDACTED] team provided updates during rounds. He also gave very thorough, yet succinct presentations that provided a wide differential. He accurately pinpointed that the patient's NSAID use history probably contributed to her clinical picture. [REDACTED] will excel wherever he goes for residency and will be a fantastic [REDACTED] physician.",I think [REDACTED] is already doing [REDACTED] job!,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,,
acbcd03c24ca2e8839bfb55b33373c93,ECMH Phase 3 Clinical Performance Assessment 2022-23,Phase 3,2022-23 Academic Year,2023-04-12,Attending,Weekly ,"As I wrote in [REDACTED] recommendation: ""[REDACTED] has been a vital part of our [REDACTED], an ECMH site, and he has demonstrated an enthusiasm for outpatient care. [REDACTED] has provided outstanding primary care [REDACTED] adult patients he has seen. He has a broad [REDACTED] knowledge that he applies to develop thoughtful and complete differential diagnoses, and his clinical skills are [REDACTED] level of an intern. He organizes information about our extremely complex patients and prioritizes their issues, never losing sight of the patient’s perspective as he addresses their concerns. Of equal importance is [REDACTED]’s ability to effectively communicate at [REDACTED]: I am always impressed by his ability to form near [REDACTED] others and the subsequent ways that he uses verbal and [REDACTED] cues to demonstrate his willingness to partner with patients for change. He is personable and kind to everyone he meets. [REDACTED] can solicit a smile or a laugh from [REDACTED] hesitant patients, and I always feel comfortable when I know that [REDACTED] is involved in [REDACTED]’s care. [REDACTED]’s communication abilities extend [REDACTED] other team members in [REDACTED]. He always knows exactly what to say to put younger medical students at [REDACTED] ensure that we are all engaging in a comfortable, supportive learning environment together. [REDACTED]’s expert patient [REDACTED], and genuine good nature are critical abilities that he will bring to his residency. I am confident that he will be a valued member of any team that he is a part of. He will thrive anywhere he goes and will [REDACTED] the lives of those around him.""","[REDACTED], it has been an absolute pleasure to have you in [REDACTED]. Best of luck to you at [REDACTED] have a fabulous time in [REDACTED], I can't wait to see what directions your career will take you.",3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,4.0,,,
ad26d90c819b5e327062ab62fa5646a6,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-04-20,Fellow,Daily ,[REDACTED] did [REDACTED] job on his CTICU rotation. His presentations were well organized and had developed plans.,Keep it up - you'll make a great resident!,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,
ad26d90c819b5e327062ab62fa5646a6,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-04-26,Resident,Daily ,"enthusiasm [REDACTED], interest, coachable, good oral presentations, clearly saw patients [REDACTED] and recognized new problems, next step is addressing them","take on more than 1 patient; take the most complicated patients; think about each patient [REDACTED] (without leaning on resident [REDACTED] ddx of most dangerous, most likely, most common for each patient [REDACTED] [REDACTED][REDACTED] pt and apply to future patients, for example etiology of lactic acidosis)",3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,
ad26d90c819b5e327062ab62fa5646a6,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-05-01,Resident,Daily ,Well engaged during rounds and knows patients really well,Continue to read around patients to improve knowledge,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,,
ad26d90c819b5e327062ab62fa5646a6,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-05-01,Resident,Daily ,"[REDACTED] was very helpful [REDACTED][REDACTED]. He took initiative to care for patients and arrived early before rounds to chart on his patients. He independently spoke with the nurses to get updates on patient care. Additionally, and most significantly, he constantly sought out attempts at [REDACTED]. We had extensive conversations about life-long [REDACTED] do this while in [REDACTED].",Continue to challenge yourself by picking up more patients as able.,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,4.0,4.0,4.0,3.0,3.0,,,
ad26d90c819b5e327062ab62fa5646a6,ECMH Phase 3 Clinical Performance Assessment 2022-23,Phase 3,2022-23 Academic Year,2023-05-01,Attending,Occasional ,Outstanding student. Demonstrates superb clinical reasoning. Extensive medical knowledge. Establishes rapport easily and communicates effectively with all patients.,[REDACTED] is an outstanding student and will be an equally superlative resident.,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,4.0,,,
ad5f059414ec8fce6c1a32f513e1fbfe,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Attending,Daily ,[REDACTED] is a valued presence [REDACTED] ward team.,"Of greatest concern at [REDACTED] the rotation were her oral presentations and [REDACTED] notes, which sometimes seemed like a list of disconnected facts or a recitation of [REDACTED] note. [REDACTED] was a bit challenged to update and reformulate the note and her presentations when patients' clinical circumstances changes. The presentations and notes sometimes contained redundant, or worse, internally inconsistent information.",3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,
